,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,4977,4911,4982,4865,4718,5064,5328,5296,5096,5890,6431,6759,6765
Interest,3700,3594,3392,3549,3505,3546,3551,3639,3886,4232,4378,4493,4600
Expenses,264,348,1213,1111,892,552,456,504,811,1069,582,602,670
Financing Profit,1014,968,377,204,320,967,1320,1153,399,589,1472,1664,1496
Financing Margin %,20,20,8,4,7,19,25,22,8,10,23,25,22
Other Income,10,16,-2,3,5,14,9,6,5,6,0,0,0
Depreciation,13,14,12,13,14,14,15,16,16,17,19,19,13
Profit before tax,1011,970,362,194,312,968,1314,1143,388,577,1453,1645,1483
Tax %,22,26,-12,22,20,20,15,19,20,20,18,20,20
Net Profit,794,721,406,151,250,771,1114,926,313,462,1191,1319,1194
EPS in Rs,15.72,14.29,8.05,3.00,4.54,14.02,20.25,16.84,5.69,8.40,21.65,23.98,21.70
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
