,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,100,100,100,100,100,99,97,98,95,95,95,96,96
Reserves,382,467,487,670,936,1247,1513,1827,2054,2389,2852,3860,2652
Borrowings,1795,1558,1486,1324,1365,1463,1322,1302,1254,782,788,361,282
Other Liabilities,689,755,941,758,548,694,695,767,766,712,1261,816,535
Total Liabilities,2967,2880,3014,2851,2949,3504,3628,3995,4169,3978,4995,5133,3565
Fixed Assets,2067,1875,1869,1934,2049,2410,2502,2591,2664,2675,2474,1731,1796
CWIP,40,32,12,7,37,26,74,117,122,81,213,109,42
Investments,9,5,7,2,15,9,10,12,9,15,17,380,481
Other Assets,850,967,1125,909,848,1059,1043,1275,1375,1207,2292,2914,1246
Total Assets,2967,2880,3014,2851,2949,3504,3628,3995,4169,3978,4995,5133,3565
