,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.63,72.18,71.71,71.89,72.04
FIIs,0.0,0.0,0.51,0.0,0.0
Public,27.37,27.82,27.78,28.1,27.96
No. of Shareholders,2904.0,2740.0,4437.0,4314.0,4872.0
