,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,528,531,382.0,214.0,313.0,309.0,275
Expenses,492,494,350.0,195.0,283.0,287.0,249
Operating Profit,36,37,32.0,20.0,30.0,22.0,26
OPM %,7,7,8.0,9.0,9.0,7.0,9
Other Income,1,1,0.0,14.0,0.0,6.0,1
Interest,17,18,18.0,18.0,14.0,14.0,14
Depreciation,15,15,13.0,11.0,10.0,9.0,8
Profit before tax,5,5,1.0,5.0,6.0,5.0,4
Tax %,49,24,77.0,30.0,45.0,27.0,
Net Profit,3,4,0.0,3.0,3.0,4.0,4
EPS in Rs,,,0.03,0.39,0.36,0.42,0.39
