,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.11,46.11,46.11,46.11,46.11,46.11,46.12,36.07
Public,53.89,53.89,53.89,53.89,53.89,53.89,53.88,63.94
No. of Shareholders,1124.0,1387.0,1432.0,1457.0,2590.0,67627.0,63628.0,63826.0
