,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.00,0.00,0.00,0.00,0.00,1247.08,0.00,257.65,0.00,0.00,121.67,99.55
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.00,0.00,0.00,0.00,0.00,1247.08,0.00,257.65,0.00,0.00,121.67,99.55
Working Capital Days,-219.00,-182.50,-115.26,28.08,25.84,1277.50,131.40,343.53,-15147.50,-33580.00,-4217.78,-4977.27
ROCE %,0.14,0.07,0.21,0.46,0.88,0.07,0.11,0.04,-0.39,-0.25,-0.07,0.00
