,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,80.0,77,92,108,111,114,127,119,132
Inventory Days,5.0,64,76,65,71,65,34,148,239
Days Payable,126.0,152,137,103,123,171,152,216,208
Cash Conversion Cycle,-41.0,-11,31,71,59,7,9,51,162
Working Capital Days,-11.0,36,52,107,147,160,98,146,206
ROCE %,,32,32,28,16,11,11,12,8
