,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.22,68.22,68.22,68.22,68.22,68.22,68.22,66.18
Public,31.78,31.78,31.78,31.78,31.78,31.78,31.79,33.83
No. of Shareholders,181.0,209.0,227.0,218.0,220.0,247.0,240.0,238.0
