,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,51,54,54,54,53,53,53,53,53,53
Reserves,92,149,195,229,322,364,400,403,325,393,468,468,419
Borrowings,25,25,25,0,0,0,0,0,9,10,21,21,42
Other Liabilities,10,11,14,14,39,26,31,32,55,73,55,70,56
Total Liabilities,137,197,246,293,414,444,485,488,442,528,597,612,571
Fixed Assets,20,75,87,83,93,89,103,108,112,119,149,157,154
CWIP,0,10,6,6,1,2,0,1,4,8,2,1,1
Investments,24,77,119,162,266,299,315,289,239,274,259,274,226
Other Assets,93,34,33,42,55,54,68,89,88,127,186,180,190
Total Assets,137,197,246,293,414,444,485,488,442,528,597,612,571
