,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,66.14,66.14,66.14,71.22,71.18,71.18,71.18,71.14,71.14,71.14,71.14,71.14
FIIs,20.78,20.54,13.19,12.1,12.02,12.68,12.82,10.42,10.13,9.99,3.44,3.46
DIIs,7.42,7.18,6.38,6.59,6.71,6.88,7.15,9.14,8.68,8.45,13.46,13.33
Public,5.66,6.14,14.29,10.09,10.09,9.26,8.85,9.29,10.04,10.4,11.95,12.08
No. of Shareholders,42138.0,44722.0,53140.0,62936.0,65769.0,66315.0,66431.0,71412.0,75822.0,74386.0,76292.0,72000.0
