,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.78,47.4,47.4,47.4,47.4,47.4,47.4,47.4
DIIs,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02
Public,55.18,52.56,52.57,52.57,52.57,52.57,52.58,52.57
No. of Shareholders,11526.0,10953.0,7779.0,7717.0,7689.0,7636.0,7620.0,7558.0
