,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,24.79,29.86,22.96,25.57,32.96,20.81,18.2,27.96,19.45,16.55,19.89,29.66,22.25
Expenses,19.04,23.99,20.57,21.02,27.6,17.77,15.61,23.63,16.09,13.59,16.25,24.76,18.57
Operating Profit,5.75,5.87,2.39,4.55,5.36,3.04,2.59,4.33,3.36,2.96,3.64,4.9,3.68
OPM %,23.19,19.66,10.41,17.79,16.26,14.61,14.23,15.49,17.28,17.89,18.3,16.52,16.54
Other Income,1.17,1.14,1.09,0.49,0.91,0.74,0.6,0.72,0.67,0.44,1.59,0.42,0.31
Interest,1.73,1.34,1.36,1.04,1.12,1.27,1.03,1.23,1.37,1.45,1.49,1.21,0.87
Depreciation,1.2,1.35,1.02,1.35,1.35,1.35,1.08,1.35,1.4,1.46,1.3,1.38,1.44
Profit before tax,3.99,4.32,1.1,2.65,3.8,1.16,1.08,2.47,1.26,0.49,2.44,2.73,1.68
Tax %,25.56,26.16,-140.91,26.42,26.05,28.45,42.59,26.32,27.78,18.37,30.33,26.37,26.79
Net Profit,2.97,3.2,2.64,1.96,2.82,0.84,0.62,1.82,0.92,0.4,1.69,2.02,1.23
EPS in Rs,148.5,160.0,132.0,98.0,141.0,42.0,31.0,91.0,46.0,20.0,84.5,101.0,61.5
