,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,84.33,84.33,74.99,74.99,74.98,74.98,74.98,74.98,74.98
FIIs,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIIs,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21
Government,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Public,15.4,15.4,24.79,24.74,24.8,24.8,24.8,24.8,24.81
No. of Shareholders,2003.0,2140.0,3584.0,3908.0,3916.0,3855.0,3995.0,3840.0,3632.0
