,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,76.09,82.69,97.0,103.27,103.94,108.28,105.77,108.94,96.7,88.61,97.53,83.86,88.35
Expenses,68.16,74.51,84.67,90.89,88.84,89.17,87.22,92.74,80.11,72.97,81.97,69.58,73.17
Operating Profit,7.93,8.18,12.33,12.38,15.1,19.11,18.55,16.2,16.59,15.64,15.56,14.28,15.18
OPM %,10.42,9.89,12.71,11.99,14.53,17.65,17.54,14.87,17.16,17.65,15.95,17.03,17.18
Other Income,5.33,8.82,2.78,6.92,21.88,6.57,9.93,6.09,4.85,3.98,2.73,3.43,2.76
Interest,4.66,6.41,7.32,7.57,8.72,6.56,6.7,6.91,6.5,5.71,4.47,5.55,5.02
Depreciation,2.06,2.58,2.56,2.16,3.06,3.25,3.68,4.02,4.53,4.77,5.13,5.51,5.58
Profit before tax,6.54,8.01,5.23,9.57,25.2,15.87,18.1,11.36,10.41,9.14,8.69,6.65,7.34
Tax %,32.26,28.59,45.12,31.66,35.91,34.85,39.67,12.5,31.8,6.67,28.19,27.37,
Net Profit,4.42,5.72,2.87,6.55,16.15,10.33,10.91,9.93,7.1,8.53,6.23,4.83,5.34
EPS in Rs,221.0,286.0,143.5,327.5,807.5,516.5,545.5,496.5,355.0,426.5,311.5,241.5,267.00
