,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,7,0,0,-1,1
Cash from Investing Activity,-2,-4,2,-2,3,2
Cash from Financing Activity,-2,-1,-2,1,-1,-4
Net Cash Flow,1,2,0,0,0,-1
