,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.57,68.05,68.05,68.05,69.59,69.59,64.17,60.24
FIIs,10.35,12.03,5.91,4.72,3.05,3.62,2.35,2.16
DIIs,8.35,11.8,19.43,21.39,18.66,15.14,24.23,29.02
Public,11.73,8.12,6.61,5.84,8.7,11.65,9.24,8.58
No. of Shareholders,51820.0,36072.0,35557.0,32883.0,45476.0,54666.0,90886.0,58239.0
