,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,71,71,86,86,91,91,90,90,90,88,88,88,87.0
Reserves,117,108,221,271,423,450,503,556,527,509,563,888,821.0
Preference Capital,0,110,0,0,0,0,0,0,0,0,0,0,
Borrowings,603,501,505,443,262,185,81,141,454,422,537,720,907.0
Other Liabilities,142,286,166,154,166,171,188,191,154,180,192,196,220.0
Total Liabilities,932,965,978,953,942,897,862,978,1225,1199,1380,1892,2035.0
Fixed Assets,695,710,740,707,712,694,625,705,990,954,1098,1482,1683.0
CWIP,10,14,14,9,16,2,8,42,4,6,35,38,61.0
Investments,0,0,0,0,3,0,0,0,0,0,0,15,0.0
Other Assets,228,241,223,237,211,201,230,231,230,238,247,356,291.0
Total Assets,932,965,978,953,942,897,862,978,1225,1199,1380,1892,2035.0
