,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.65,74.41,73.74,73.36,73.11,72.99
FIIs,0.0,0.0,0.0,0.02,0.39,0.24
DIIs,0.1,0.09,0.09,0.07,0.07,0.07
Public,25.26,25.5,26.17,26.55,26.43,26.71
No. of Shareholders,6428.0,5724.0,6095.0,7487.0,9856.0,12136.0
