,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.00,155.20,43.12,0.00,0.00,0.00,10.89,18.12,4.75,13.26,18.08,12.03
Inventory Days,,,,,,,,,,0.00,,0.00
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.00,155.20,43.12,0.00,0.00,0.00,10.89,18.12,4.75,13.26,18.08,12.03
Working Capital Days,2095.58,1458.28,1908.63,4859.06,6695.47,4091.09,654.15,269.48,239.84,158.95,147.42,126.15
ROCE %,2.36,0.21,5.13,0.86,0.10,0.31,9.88,-1.76,-3.29,3.19,3.76,1.82
