,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95
Reserves,-0.16,-0.34,-0.34,-0.37,-0.21,-2.11,-1.93,-1.53,-1.7000000000000002,-2.28,0.72,-0.01,1.07
Borrowings,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.19
Other Liabilities,0.62,0.62,0.5,0.23,0.27,0.16,0.47,0.93,0.64,0.17,0.87,0.66,0.65
Total Liabilities,12.41,12.23,12.11,11.81,12.01,10.12,10.49,11.35,10.89,9.92,13.54,12.6,13.86
Fixed Assets,0.01,0.01,0.01,0.0,0.0,0.0,0.05,0.04,0.19,0.13,0.1,0.07,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.23,0.95,0.95,0.95,0.95,0.5,0.35,0.63,0.5700000000000001,0.65,3.99,3.86,5.16
Other Assets,11.17,11.27,11.15,10.86,11.06,9.62,10.09,10.68,10.13,9.14,9.45,8.67,8.64
Total Assets,12.41,12.23,12.11,11.81,12.01,10.12,10.49,11.35,10.89,9.92,13.54,12.6,13.86
