,2022-09-01,2023-06-01,2023-09-01
Sales,49.18,110.74,78.88
Expenses,48.84,108.81,77.71
Operating Profit,0.34,1.93,1.17
OPM %,0.69,1.74,1.48
Other Income,0.3,0.03,0.06
Interest,0.19,0.55,0.77
Depreciation,0.1,0.12,0.13
Profit before tax,0.35,1.29,0.33
Tax %,20.0,29.46,33.33
Net Profit,0.28,0.91,0.22
EPS in Rs,0.17,0.55,0.13
