,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.79,68.95,70.08,70.7,71.64,74.06,74.05
FIIs,3.21,3.13,3.46,2.83,2.43,9.7,9.55
DIIs,16.79,2.82,2.17,1.67,1.61,5.01,5.09
Public,11.22,25.11,24.29,24.8,24.33,11.23,11.31
No. of Shareholders,110285.0,116190.0,110576.0,105954.0,103476.0,112511.0,108641.0
