,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,15,19,19
Reserves,4,14,43,102,547,573
Borrowings,110,134,136,503,509,409
Other Liabilities,371,548,610,322,143,91
Total Liabilities,489,699,793,943,1219,1092
Fixed Assets,6,17,16,15,15,26
CWIP,3,0,0,0,5,0
Investments,4,0,0,0,0,3
Other Assets,476,682,778,928,1199,1062
Total Assets,489,699,793,943,1219,1092
