,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,32.29,32.29,32.29,36.96,36.96,38.29,38.29,39.63,41.42,41.46
Public,67.71,67.71,67.71,63.04,63.04,61.71,61.71,60.36,58.58,58.54
No. of Shareholders,35.0,34.0,29.0,28.0,27.0,26.0,24.0,20.0,29.0,28.0
