,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.03,0.09,0.12,0.21,0.58,0.61,0.76,0.95,0.73,0.84,0.56,0.69,0.83
Expenses,0.03,0.09,0.11,0.16,0.54,0.59,0.72,0.87,0.68,0.75,0.49,0.61,0.74
Operating Profit,0.00,0.00,0.01,0.05,0.04,0.02,0.04,0.08,0.05,0.09,0.07,0.08,0.09
OPM %,0.00,0.00,8.33,23.81,6.9,3.28,5.26,8.42,6.85,10.71,12.5,11.59,10.84
Other Income,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.00
Interest,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.00
Depreciation,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.06,0.05,0.06
Profit before tax,0.00,0.00,0.01,0.05,0.04,0.02,0.05,0.06,0.03,0.01,0.01,0.04,0.03
Tax %,,,0.0,20.0,25.0,50.0,20.0,33.33,33.33,0.0,0.0,25.0,
Net Profit,0.00,0.00,0.01,0.03,0.03,0.01,0.04,0.04,0.02,0.01,0.01,0.03,0.03
EPS in Rs,0.00,0.00,0.06,0.17,0.17,0.05,0.13,0.13,0.07,0.03,0.03,0.03,0.03
