,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,785,785,785,2285,2285
Reserves,1799,1737,2211,2984,3651
Borrowings,18753,21854,24000,27613,40165
Other Liabilities,3181,3277,3298,3827,4347
Total Liabilities,24518,27652,30293,36708,50447
Fixed Assets,303,282,266,248,229
CWIP,0,0,0,131,144
Investments,0,0,0,99,99
Other Assets,24215,27370,30027,36230,49975
Total Assets,24518,27652,30293,36708,50447
