,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5018,-1709,-3206,-5254,-12343
Cash from Investing Activity,-37,0,-2,-107,-17
Cash from Financing Activity,3736,2141,2441,5271,12368
Net Cash Flow,-1319,431,-767,-90,7
