,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,4,18,23.0
Reserves,10,10,19,38,116.0
Preference Capital,0,5,5,0,
Borrowings,4,1,10,4,1.0
Other Liabilities,22,31,31,37,49.0
Total Liabilities,41,46,64,96,189.0
Fixed Assets,2,2,3,3,5.0
CWIP,0,0,0,0,0.0
Investments,0,5,1,0,0.0
Other Assets,38,40,61,93,184.0
Total Assets,41,46,64,96,189.0
