,2021-03-01,2022-03-01,2023-03-01
Debtor Days,104.0,46,108
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,104.0,46,108
Working Capital Days,-8.0,-16,62
ROCE %,,148,101
