,2023-03-01,2023-04-01,2023-09-01
Promoters,86.2,62.25,62.25
FIIs,0.0,2.63,0.0
DIIs,0.0,1.97,3.65
Public,13.8,33.15,34.1
No. of Shareholders,8.0,595.0,701.0
