,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54
FIIs,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
DIIs,8.49,6.65,6.53,6.44,6.44,6.37,3.97,3.35
Government,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Public,42.96,44.8,44.93,45.02,45.02,45.08,47.46,48.1
No. of Shareholders,44962.0,43759.0,30486.0,28821.0,28082.0,26337.0,24214.0,24772.0
