,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,526.0,503.0,467.0,451.0,468.0,508.0,561.0,611.0,657.0,710.0,764.0,824.0,871.0
Interest,313.0,289.0,275.0,268.0,271.0,296.0,319.0,356.0,401.0,453.0,491.0,533.0,548.0
Expenses,38.0,34.0,48.0,34.0,25.0,54.0,76.0,35.0,50.0,49.0,72.0,54.0,122.0
Financing Profit,174.0,180.0,144.0,148.0,171.0,158.0,166.0,220.0,206.0,208.0,201.0,236.0,201.0
Financing Margin %,33.0,36.0,31.0,33.0,37.0,31.0,30.0,36.0,31.0,29.0,26.0,29.0,23.0
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Depreciation,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
Profit before tax,172.0,177.0,142.0,146.0,169.0,156.0,164.0,219.0,203.0,205.0,198.0,234.0,198.0
Tax %,25.0,26.0,28.0,25.0,27.0,26.0,25.0,26.0,30.0,26.0,16.0,22.0,20.0
Net Profit,128.0,132.0,103.0,109.0,124.0,116.0,123.0,162.0,142.0,151.0,166.0,183.0,158.0
EPS in Rs,9.64,9.91,7.7,8.17,9.29,8.69,9.23,12.18,10.64,11.38,12.45,13.78,11.87
Gross NPA %,0.72,0.68,0.91,0.9,0.78,0.71,0.64,0.65,0.62,0.6,0.55,0.63,0.76
Net NPA %,0.46,0.41,0.61,0.57,0.47,0.39,0.3,0.3,0.35,0.3,0.26,0.34,0.43
