,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.14,15.26,11.28,4.8,17.1,20.6,17.74,4.6,5.44,8.58,4.55,8.04,6.01
Expenses,5.2,11.97,6.46,3.52,14.6,18.44,15.99,3.61,4.22,7.42,3.36,6.04,4.71
Operating Profit,0.94,3.29,4.82,1.28,2.5,2.16,1.75,0.99,1.22,1.16,1.19,2.0,1.3
OPM %,15.31,21.56,42.73,26.67,14.62,10.49,9.86,21.52,22.43,13.52,26.15,24.88,21.63
Other Income,0.12,0.12,0.28,0.02,0.07,0.1,0.19,0.07,0.04,0.16,0.54,0.6,1.33
Interest,0.42,0.69,2.0,0.35,0.12,0.25,0.67,0.09,0.09,0.06,0.55,1.11,1.22
Depreciation,0.28,0.32,0.32,0.28,0.28,0.8,0.46,0.42,0.46,0.48,0.5,0.44,0.45
Profit before tax,0.36,2.4,2.78,0.67,2.17,1.21,0.81,0.55,0.71,0.78,0.68,1.05,0.96
Tax %,5.56,15.42,28.78,1.49,18.89,24.79,61.73,16.36,35.21,23.08,29.41,20.95,14.58
Net Profit,0.34,2.04,1.99,0.67,1.76,0.91,0.31,0.47,0.46,0.61,0.48,0.83,0.82
EPS in Rs,0.19,1.17,1.14,0.38,1.01,0.52,0.18,0.27,0.26,0.35,0.28,0.48,0.47
