,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,70.89,71.06,71.06,71.24,71.42,71.47,71.54,71.55,71.55,71.55,71.55,71.55
FIIs,0.0,0.0,0.0,0.11,0.15,0.38,0.49,0.48,0.46,0.32,0.31,0.31
DIIs,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Public,29.09,28.91,28.91,28.63,28.41,28.13,27.95,27.95,27.97,28.13,28.12,28.13
No. of Shareholders,10310.0,9924.0,10622.0,13643.0,12306.0,13736.0,14631.0,14787.0,14349.0,14163.0,13966.0,13881.0
