,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,40,53,73,73,86,128,144,144,156,156,159,159
Reserves,26,71,154,303,387,605,1309,2222,2525,3479,4011,4948,5639
Borrowings,247,389,805,1291,2233,2668,3623,4867,7823,8781,12921,16312,17669
Other Liabilities,21,44,46,60,115,205,53,126,170,281,394,439,487
Total Liabilities,319,543,1058,1727,2808,3564,5114,7357,10662,12697,17482,21858,23954
Fixed Assets,3,3,3,4,11,12,16,25,87,101,629,599,599
CWIP,0,0,0,2,0,3,1,2,3,1,3,4,0
Investments,0,0,0,0,0,0,0,0,661,663,1,455,741
Other Assets,316,540,1055,1720,2796,3549,5096,7330,9911,11932,16849,20801,22615
Total Assets,319,543,1058,1727,2808,3564,5114,7357,10662,12697,17482,21858,23954
