,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8
Reserves,0.56,0.91,1.41,2.13,2.31,2.33,1.87,1.65,1.48,1.32,1.16,1.13,0.93
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.54
Other Liabilities,6.23,6.09,7.06,7.07,6.09,6.05,6.08,6.04,0.03,0.03,1.73,1.44,2.41
Total Liabilities,17.59,17.8,19.27,20.0,19.2,19.18,18.75,18.49,12.31,12.15,13.69,13.44,15.68
Fixed Assets,0.0,8.0,19.32,10.73,8.0,8.0,8.08,8.1,2.11,0.0,0.0,5.16,5.08
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.5
Investments,0.0,9.56,0.48,7.36,6.83,6.78,6.44,6.48,10.14,10.01,8.29,0.0,0.0
Other Assets,17.59,0.24,-0.53,1.91,4.37,4.4,4.23,3.91,0.06,2.14,5.4,7.55,9.1
Total Assets,17.59,17.8,19.27,20.0,19.2,19.18,18.75,18.49,12.31,12.15,13.69,13.44,15.68
