,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.03,13.19,-2.15,8.27,-8.92,-1.21,-0.64,-7.16,-8.3,0.92
Cash from Investing Activity,0.02,-12.22,3.78,0.43,1.62,1.77,1.71,1.66,-0.78,0.65
Cash from Financing Activity,0.0,-1.36,-1.6800000000000002,-0.59,-0.81,-0.68,-0.79,5.5,8.75,-1.1
Net Cash Flow,0.05,-0.39,-0.06,8.11,-8.11,-0.11,0.28,0.0,-0.34,0.47
