,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.2,57.17,62.14,62.16,62.16,66.16,70.66,70.66
Public,47.8,42.83,37.86,37.84,37.84,33.84,29.33,29.33
No. of Shareholders,380.0,380.0,522.0,539.0,540.0,1191.0,1331.0,1440.0
