,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-74.17,-3.86,4.24,34.55
Cash from Investing Activity,1.9,-1.94,-5.59,-77.55
Cash from Financing Activity,73.09,5.76,2.04,44.84
Net Cash Flow,0.81,-0.05,0.6900000000000001,1.85
