,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,,220,186,231
Cash from Investing Activity,,,,,,-114,-216,-220
Cash from Financing Activity,,,,,,-153,45,-3
Net Cash Flow,,,,,,-47,16,8
