,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,36.56,36.09,36.02,35.7,35.51,35.51,35.49,35.22,35.22
FIIs,43.35,43.22,42.54,41.3,39.58,38.5,38.1,30.34,29.0
DIIs,9.3,11.73,12.56,14.35,15.99,16.88,17.0,24.3,25.11
Public,10.79,8.96,8.88,8.65,8.91,9.12,9.4,10.13,10.66
No. of Shareholders,165859.0,97760.0,90207.0,83518.0,79381.0,74054.0,72398.0,67697.0,71930.0
