,2022-03-01,2023-03-01,2023-09-01
Promoters,36.02,35.49,35.22
FIIs,42.54,38.1,29.0
DIIs,12.56,17.0,25.11
Public,8.88,9.4,10.66
No. of Shareholders,90207.0,72398.0,71930.0
