,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,27,28,29,30,31,85,93,103,112,114,118,128,133
Borrowings,84,86,81,83,94,85,71,59,76,73,73,122,124
Other Liabilities,83,86,105,113,74,93,90,115,108,118,109,74,61
Total Liabilities,199,204,220,231,204,268,259,283,300,309,304,329,322
Fixed Assets,81,94,100,101,107,165,163,166,183,184,184,190,189
CWIP,8,0,2,1,2,2,1,2,2,2,5,0,0
Investments,4,4,0,0,0,0,0,0,0,0,0,0,0
Other Assets,106,107,117,128,95,101,94,115,116,124,115,139,133
Total Assets,199,204,220,231,204,268,259,283,300,309,304,329,322
