,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,2853.64,1265.33,0.00,0.00,0.00,985.50,1030.59,490.30,522.23,503.45,380.21
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.0,2853.64,1265.33,0.00,0.00,0.00,985.50,1030.59,490.30,522.23,503.45,380.21
Working Capital Days,0.0,2886.82,1241.00,0.00,0.00,6.08,930.75,1080.69,588.36,612.08,566.38,410.62
ROCE %,,0.00,0.46,2.69,2.74,1.66,0.57,0.71,0.35,0.53,0.36,0.35
