,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,29.67,29.67,29.67,29.67,29.67,29.67,29.67,29.67,29.67,29.67,29.67,29.67
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.32,70.33,70.33,70.33,70.33
No. of Shareholders,3272.0,3234.0,3216.0,3242.0,4213.0,5528.0,5515.0,5373.0,5213.0,5140.0,5128.0,5488.0
