,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94
Reserves,-0.31,0.15,0.21,-2.5700000000000003,-3.78,-6.4,-7.09,-8.08,-9.21,-8.67,-8.84,-4.99,-5.19
Borrowings,4.27,4.48,4.8,3.49,4.15,4.09,2.86,3.56,2.56,2.44,2.5700000000000003,0.0,0.0
Other Liabilities,0.55,1.0,0.5700000000000001,1.26,0.59,0.91,1.42,1.37,1.36,1.71,1.48,1.6,1.6
Total Liabilities,12.45,13.57,13.52,10.12,8.9,6.54,5.13,4.79,2.65,3.42,3.15,4.55,4.35
Fixed Assets,6.5600000000000005,6.65,6.47,5.16,4.72,4.25,3.33,3.17,1.36,1.37,1.28,0.18,0.16
CWIP,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,5.85,6.92,7.05,4.96,4.18,2.29,1.8,1.62,1.29,2.05,1.87,4.37,4.19
Total Assets,12.45,13.57,13.52,10.12,8.9,6.54,5.13,4.79,2.65,3.42,3.15,4.55,4.35
