,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,67.14,67.14,67.14,58.98,55.86,55.93,55.02,54.75
FIIs,15.22,18.45,17.61,20.29,18.57,19.36,20.97,21.87
DIIs,11.15,12.38,13.25,15.83,20.35,19.5,19.78,19.69
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12
Public,6.46,1.99,2.0,4.87,5.16,5.16,4.05,3.53
Others,0.03,0.04,0.0,0.04,0.06,0.05,0.05,0.04
No. of Shareholders,212238.0,193663.0,186238.0,230528.0,713866.0,767578.0,758715.0,685529.0
