,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-2,1,0,0,1,-3,5
Cash from Investing Activity,0,-3,-2,0,-4,0,-6
Cash from Financing Activity,2,2,3,-1,4,4,1
Net Cash Flow,0,0,0,0,0,0,0
