,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,179.0,139,124,144,231,149,145
Inventory Days,14.0,19,26,25,42,37,60
Days Payable,124.0,93,93,106,133,82,74
Cash Conversion Cycle,70.0,65,58,63,140,104,131
Working Capital Days,73.0,67,70,100,149,112,134
ROCE %,,17,17,15,12,13,13
