,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,12,12,12,12,12,12,12,12,12,16,19,21
Reserves,63,90,126,158,193,261,311,364,692,793,1011,2910,4059
Borrowings,16,5,6,5,0,0,0,0,71,62,65,618,74
Other Liabilities,55,63,74,79,101,87,126,132,277,391,580,890,939
Total Liabilities,146,170,218,254,306,360,449,508,1051,1259,1672,4436,5092
Fixed Assets,27,29,30,33,38,37,40,60,223,239,278,1030,1005
CWIP,0,0,2,4,2,5,14,3,9,46,34,27,30
Investments,0,6,0,0,0,0,108,103,10,10,10,1718,2174
Other Assets,119,135,186,216,266,318,287,342,810,964,1350,1661,1883
Total Assets,146,170,218,254,306,360,449,508,1051,1259,1672,4436,5092
