,2022-06-01,2022-09-01,2023-06-01,2023-09-01
Sales,832.0,662.0,878.0,848.0
Expenses,386.0,321.0,427.0,396.0
Operating Profit,445.0,341.0,451.0,452.0
OPM %,54.0,52.0,51.0,53.0
Other Income,30.0,35.0,40.0,47.0
Interest,231.0,109.0,-16.0,71.0
Depreciation,98.0,99.0,95.0,101.0
Profit before tax,146.0,167.0,412.0,328.0
Tax %,1.0,17.0,22.0,22.0
Net Profit,145.0,138.0,322.0,256.0
EPS in Rs,23.31,22.18,1.72,1.21
