,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,84.0,70.0,105.0,55.0,104.0,80.0,104.0,61.0,101.0,67.0,49.0,51.0,78.0
Expenses,45.0,53.0,52.0,50.0,57.0,59.0,69.0,60.0,73.0,78.0,65.0,67.0,67.0
Operating Profit,39.0,16.0,54.0,5.0,46.0,20.0,35.0,1.0,28.0,-11.0,-16.0,-15.0,11.0
OPM %,46.0,24.0,51.0,9.0,45.0,26.0,34.0,2.0,28.0,-17.0,-33.0,-29.0,14.0
Other Income,6.0,6.0,6.0,6.0,4.0,4.0,6.0,3.0,5.0,3.0,10.0,5.0,6.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0
Profit before tax,40.0,18.0,54.0,7.0,46.0,20.0,36.0,0.0,30.0,-12.0,-10.0,-13.0,13.0
Tax %,28.0,24.0,27.0,16.0,24.0,27.0,22.0,40.0,25.0,23.0,33.0,4.0,4.0
Net Profit,29.0,13.0,40.0,6.0,35.0,14.0,28.0,0.0,22.0,-9.0,-7.0,-13.0,13.0
EPS in Rs,4.49,2.1,6.18,1.07,5.98,2.46,4.84,0.03,3.82,-1.75,-1.25,-2.4,2.43
