,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.2,0.2,0.2,3.02,3.02,3.02,3.82,3.82,3.82,3.82,8.32,8.32,8.32
Reserves,-0.01,-0.01,0.0,0.02,0.1,0.21,1.73,1.61,1.66,8.71,20.31,21.11,27.13
Borrowings,0.0,0.0,0.02,0.0,0.25,0.41,0.37,0.31,0.26,1.83,4.63,0.05,0.86
Other Liabilities,0.0,0.0,0.0,0.01,0.02,0.12,0.06,0.02,0.02,2.25,1.64,1.57,1.93
Total Liabilities,0.19,0.19,0.22,3.05,3.39,3.76,5.98,5.76,5.76,16.61,34.9,31.05,39.9
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.49,0.43,0.37,0.31,0.25,14.29,13.88,13.61
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.16,0.16,0.26,2.59,2.45,3.58,2.13,0.5,0.22,0.2,0.05,4.07
Other Assets,0.19,0.03,0.06,2.79,0.8,0.8200000000000001,1.97,3.26,4.95,16.14,20.41,17.12,22.22
Total Assets,0.19,0.19,0.22,3.05,3.39,3.76,5.98,5.76,5.76,16.61,34.9,31.05,39.9
