,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8.0,8.0,8.0,15,15,15
Reserves,,,,0,2,3
Borrowings,,,,33,43,53
Other Liabilities,,,,6,8,6
Total Liabilities,,,,55,68,76
Fixed Assets,,,,1,1,1
CWIP,,,,0,0,0
Investments,,,,0,0,1
Other Assets,,,,54,67,74
Total Assets,,,,55,68,76
