,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.54,57.97,56.24,53.58,47.25,47.25
Public,42.46,42.03,43.76,46.42,52.75,52.75
No. of Shareholders,42.0,35.0,446.0,2413.0,3531.0,3316.0
