,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.02,0.02,0.01,-0.00,-0.00,0.05,2.58,0.29,0.27,0.24,1.32,1.32,0.6
Expenses,0.02,0.03,0.02,0.02,0.09,0.06,3.33,0.06,0.15,0.07,0.8,0.21,0.05
Operating Profit,-0.0,-0.01,-0.01,-0.02,-0.09,-0.01,-0.75,0.23,0.12,0.17,0.52,1.11,0.55
OPM %,-0.0,-50.0,-100.0,,,-20.0,-29.07,79.31,44.44,70.83,39.39,84.09,91.67
Other Income,0.01,0.01,-3.63,-0.00,-0.00,0.01,-0.0,-11.93,0.13,-0.0,0.24,0.01,-0.0
Interest,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06
Depreciation,0.02,0.02,-0.0,-0.00,-0.00,-0.0,-0.0,-0.0,0.17,0.26,0.26,0.26,0.26
Profit before tax,-0.06,-0.07,-3.69,-0.07,-0.14,-0.05,-0.8,-11.75,0.02,-0.15,0.44,0.8,0.23
Tax %,-0.0,-0.0,-0.0,-0.00,-0.00,-0.0,-0.0,-0.0,-0.0,-113.33,9.09,23.75,26.09
Net Profit,-0.06,-0.07,-3.69,-0.07,-0.14,-0.05,-0.81,-11.75,0.01,-0.32,0.39,0.61,0.17
EPS in Rs,-0.05,-0.06,-3.35,-0.06,-0.13,-0.05,-0.74,-10.68,0.01,-0.29,0.35,0.55,0.15
