,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Reserves,-1.81,-1.8,-1.81,-1.64,-1.78,-1.73,-1.55,-1.53,-1.62,-1.6800000000000002,-1.69,-1.59,-1.64
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05
Other Liabilities,0.0,0.0,0.01,0.04,0.06,0.04,0.05,0.0,0.01,0.0,0.0,0.02,0.02
Total Liabilities,1.19,1.2,1.2,1.4,1.28,1.31,1.5,1.47,1.39,1.32,1.33,1.43,1.43
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.2,0.93,1.05,1.24,1.16,1.0,1.41,1.43,1.25,1.21,1.22,0.0,0.0
Other Assets,0.99,0.27,0.15,0.16,0.12,0.31,0.09,0.04,0.14,0.11,0.11,1.43,1.43
Total Assets,1.19,1.2,1.2,1.4,1.28,1.31,1.5,1.47,1.39,1.32,1.33,1.43,1.43
