,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,41.89,41.89,41.89,41.89,41.89,41.89,60.21,60.21
Public,58.11,58.11,58.11,58.11,58.11,58.11,39.79,39.79
No. of Shareholders,1504.0,1513.0,1508.0,1453.0,1457.0,1476.0,1434.0,1426.0
