,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,238.14,633.13,263.73,182.66
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,238.14,633.13,263.73,182.66
Working Capital Days,398.9,1131.59,498.82,297.94
ROCE %,,6.47,8.51,11.88
