,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.0,6.0,6.58,-12.35
Cash from Investing Activity,1.47,1.33,0.23,-18.56
Cash from Financing Activity,-3.0,-7.24,-7.02,61.52
Net Cash Flow,-0.53,0.08,-0.21,30.61
