,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.88,54.88,54.88,54.89,54.88,54.88,54.88,54.89,54.89,54.89,54.89,54.89
DIIs,17.31,17.06,16.73,16.73,15.92,15.68,15.54,15.54,15.54,15.54,15.37,15.35
Public,27.81,28.05,28.39,28.39,29.2,29.43,29.57,29.57,29.56,29.58,29.75,29.76
No. of Shareholders,3578.0,3562.0,3545.0,3533.0,3395.0,3383.0,3382.0,3359.0,3100.0,3100.0,3088.0,3145.0
