,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,43.0,31,25,20,14,30,25,57,45,36
Inventory Days,69.0,58,50,73,42,52,42,76,53,44
Days Payable,116.0,108,71,85,96,88,90,162,150,96
Cash Conversion Cycle,-5.0,-19,5,8,-39,-6,-22,-30,-53,-16
Working Capital Days,-6.0,-22,-5,-5,-31,10,16,113,68,65
ROCE %,,8,17,15,17,16,9,5,6,11
