,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3853.0,5954.0,8142.0,4088.0,5562.0,6660.0,9927.0,8470.0,9600.0,10400.0,13203.0,9691.0,11429.0
Expenses,3273.0,5207.0,7129.0,3752.0,4987.0,6002.0,8733.0,7701.0,8580.0,9055.0,11245.0,8183.0,9559.0
Operating Profit,580.0,747.0,1013.0,336.0,576.0,658.0,1194.0,770.0,1020.0,1344.0,1958.0,1509.0,1870.0
OPM %,15.0,13.0,12.0,8.0,10.0,10.0,12.0,9.0,11.0,13.0,15.0,16.0,16.0
Other Income,23.0,0.0,163.0,14.0,25.0,-34.0,-233.0,5.0,32.0,36.0,97.0,53.0,-1.0
Interest,490.0,468.0,457.0,462.0,479.0,465.0,463.0,467.0,499.0,545.0,582.0,655.0,715.0
Depreciation,192.0,213.0,245.0,211.0,207.0,214.0,234.0,212.0,209.0,220.0,259.0,227.0,227.0
Profit before tax,-79.0,66.0,473.0,-324.0,-84.0,-56.0,264.0,96.0,344.0,615.0,1214.0,679.0,927.0
Tax %,-22.0,42.0,20.0,22.0,1.0,-92.0,40.0,77.0,46.0,43.0,34.0,14.0,39.0
Net Profit,-96.0,38.0,377.0,-252.0,-84.0,-108.0,158.0,22.0,186.0,351.0,803.0,584.0,569.0
EPS in Rs,-0.42,0.05,1.2,-0.93,-0.35,-0.41,0.48,0.02,0.56,1.09,2.56,1.85,1.79
