,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-104,95,-1275,270,1462,-3745,383,-1065,2845,-4499
Cash from Investing Activity,-378,-124,456,-1676,-3163,1897,-1201,-973,-1917,-2904
Cash from Financing Activity,461,781,1660,738,1905,2398,1239,1331,-378,7281
Net Cash Flow,-20,752,841,-668,205,549,421,-707,550,-122
